id,date,product,state,county,amount,severity
C00510,2024-08-15,Health,RI,,4956.72,Low
C00511,2024-03-27,Life,NY,,3773.93,Low
C00512,2023-07-27,Life,CT,Tolland,3913.29,Medium
C00513,2023-09-15,Home,NY,,4685.78,Low
C00514,2024-08-09,Health,CT,New Haven,16046.62,Medium
C00515,2023-05-18,Health,CT,New Haven,7960.86,Medium
C00516,2023-06-25,Health,MA,,2908.69,Medium
C00517,2023-02-28,Home,NY,,1026.42,Low
C00518,2023-08-07,Life,NY,,2884.78,Low
C00519,2023-03-31,Auto,MA,,26162.0,High
C00520,2023-06-22,Life,RI,,14774.21,Medium
C00521,2023-01-12,Auto,RI,,10360.98,Low
C00522,2024-06-21,Health,RI,,12155.13,Low
C00523,2023-04-13,Life,RI,,2436.79,Medium
C00524,2023-09-06,Life,RI,,9046.01,Low
C00525,2024-08-18,Auto,NY,,9863.35,Medium
C00526,2023-03-17,Home,RI,,18635.77,Low
C00527,2024-01-25,Life,MA,,13852.49,Low
C00528,2023-10-03,Auto,NY,,19890.8,Low
C00529,2024-05-13,Auto,NY,,902.09,Medium
C00530,2023-07-06,Health,NY,,20879.7,High
C00531,2024-04-04,Home,NY,,12294.74,Medium
C00532,2023-03-19,Life,RI,,6362.89,Low
C00533,2023-05-15,Home,CT,Tolland,14599.46,Medium
C00534,2023-12-06,Health,NY,,9636.49,High
C00535,2023-12-10,Life,NY,,5125.05,Low
C00536,2023-02-16,Home,MA,,5612.09,Low
C00537,2024-05-27,Life,RI,,10657.34,Low
C00538,2023-05-23,Home,CT,New Haven,12735.42,Medium
C00539,2023-04-12,Life,RI,,4913.15,Medium
C00540,2023-05-25,Life,CT,Litchfield,10276.36,Medium
C00541,2023-09-09,Health,RI,,14143.66,Low
C00542,2023-11-27,Life,NY,,16222.51,Medium
C00543,2023-12-24,Home,MA,,17797.55,Low
C00544,2024-04-09,Health,NY,,15492.49,Low
C00545,2023-06-22,Life,CT,Fairfield,5191.93,Medium
C00546,2024-08-08,Auto,RI,,17625.33,High
C00547,2023-03-23,Life,MA,,19751.75,Low
C00548,2024-01-01,Auto,NY,,6521.29,Medium
C00549,2023-06-29,Life,RI,,15218.14,Low
C00550,2023-10-02,Auto,MA,,8111.56,Low
C00551,2023-07-25,Auto,RI,,14731.01,Low
C00552,2023-05-13,Auto,CT,New Haven,17535.22,Medium
C00553,2023-12-16,Auto,MA,,10831.4,Low
C00554,2023-01-16,Auto,RI,,6669.65,Low
C00555,2023-01-28,Health,NY,,16047.55,Medium
C00556,2023-06-28,Auto,CT,New London,12333.28,Low
C00557,2024-05-21,Life,NY,,26237.43,High
C00558,2023-01-27,Life,RI,,12356.56,Low
C00559,2023-12-04,Auto,MA,,4367.54,Low
C00560,2024-06-26,Life,CT,Middlesex,10865.49,Low
C00561,2024-07-22,Life,MA,,12449.79,Low
C00562,2024-05-04,Health,CT,Litchfield,7354.83,Low
C00563,2024-06-26,Home,RI,,11251.02,Low
C00564,2023-04-13,Home,RI,,7076.58,High
C00565,2023-04-03,Auto,CT,Fairfield,10136.65,Low
C00566,2024-07-22,Life,MA,,11158.6,High
C00567,2023-06-02,Home,MA,,7146.4,Low
C00568,2023-09-06,Health,NY,,18264.6,Low
C00569,2024-02-03,Home,NY,,18089.31,Low
C00570,2023-04-21,Health,CT,New Haven,7143.55,Medium
C00571,2023-08-22,Health,NY,,11454.33,High
C00572,2023-08-18,Auto,CT,Litchfield,8789.13,Low
C00573,2023-08-25,Home,RI,,8627.07,Low
C00574,2023-10-13,Health,RI,,11476.56,Low
C00575,2023-06-10,Life,NY,,4354.78,High
C00576,2023-11-04,Auto,RI,,9813.92,Low
C00577,2023-09-13,Life,MA,,12032.32,Medium
C00578,2024-04-08,Auto,MA,,4354.4,Medium
C00579,2024-01-05,Home,CT,Windham,2968.02,Low
C00580,2023-11-01,Home,CT,New Haven,579.94,High
C00581,2023-11-06,Life,MA,,3541.09,Low
C00582,2024-02-11,Life,CT,New London,13373.95,Medium
C00583,2024-02-11,Auto,RI,,4187.28,Low
C00584,2023-01-16,Home,CT,Fairfield,14028.79,Low
C00585,2023-01-21,Auto,CT,Middlesex,2585.18,Medium
C00586,2024-05-14,Health,MA,,4633.46,Low
C00587,2024-07-07,Auto,MA,,16823.55,Low
C00588,2023-03-21,Home,RI,,19446.97,Medium
C00589,2023-08-18,Home,CT,Litchfield,5526.28,Low
C00590,2023-02-14,Auto,MA,,11221.07,Low
C00591,2024-01-07,Auto,RI,,1019.87,Low
C00592,2024-04-09,Life,RI,,19650.76,Medium
C00593,2023-10-03,Health,NY,,8499.15,Low
C00594,2023-06-04,Health,NY,,16114.33,Medium
C00595,2023-01-06,Life,MA,,14653.94,Medium
C00596,2023-09-04,Auto,MA,,12492.49,Low
C00597,2023-02-04,Life,CT,New London,8960.04,Medium
C00598,2023-11-20,Auto,NY,,13017.1,Low
C00599,2024-04-26,Health,RI,,12664.37,Low
C00600,2024-01-23,Auto,RI,,10619.93,Low
C00601,2023-11-26,Life,CT,Tolland,16852.24,Low
C00602,2023-12-23,Home,NY,,2255.75,High
C00603,2024-06-25,Home,RI,,16304.39,Low
C00604,2023-09-02,Home,MA,,9313.92,Medium
C00605,2023-02-14,Health,RI,,17299.56,Low
C00606,2024-03-14,Home,CT,New London,7627.91,Medium
C00607,2024-01-09,Life,RI,,1942.41,Low
C00608,2024-02-10,Health,RI,,9096.43,Medium
C00609,2024-05-04,Home,MA,,2784.34,Low
C00610,2024-05-15,Life,MA,,16070.83,Low
C00611,2023-09-16,Auto,CT,Tolland,1343.15,Low
C00612,2023-07-02,Life,RI,,7891.95,High
C00613,2023-09-29,Auto,NY,,9969.15,Low
C00614,2023-04-01,Home,MA,,15887.8,Low
C00615,2024-01-16,Health,CT,Windham,14308.22,Low
C00616,2023-10-30,Health,NY,,16254.36,Medium
C00617,2023-12-27,Health,MA,,2763.58,Medium
C00618,2023-07-16,Auto,RI,,6723.12,Medium
C00619,2023-03-14,Health,CT,Windham,8411.3,Low
C00620,2023-01-27,Health,CT,Windham,8835.18,Medium
C00621,2024-04-29,Auto,MA,,9927.15,Low
C00622,2024-06-08,Home,CT,Tolland,1003.64,Low
C00623,2023-10-29,Health,RI,,2538.76,Medium
C00624,2023-08-15,Auto,CT,Hartford,16993.44,Low
C00625,2023-08-09,Auto,NY,,4156.76,Medium
C00626,2023-12-10,Auto,NY,,15008.99,Low
C00627,2024-08-20,Health,MA,,17464.27,Medium
C00628,2023-05-30,Life,RI,,19648.15,Low
C00629,2023-07-10,Life,RI,,7797.74,Low
C00630,2023-11-02,Health,NY,,6275.57,Medium
C00631,2023-09-12,Health,NY,,5290.28,Medium
C00632,2023-07-26,Auto,MA,,13114.61,Low
C00633,2024-04-20,Home,NY,,16068.7,Low
C00634,2023-07-25,Auto,NY,,368.5,Medium
C00635,2023-03-11,Life,NY,,4549.91,Low
C00636,2024-03-25,Home,RI,,16088.74,Medium
C00637,2024-04-10,Health,NY,,4223.63,Low
C00638,2023-07-04,Auto,NY,,17280.08,Low
C00639,2023-03-15,Home,NY,,14481.3,Low
C00640,2023-06-18,Home,NY,,13564.18,Medium
C00641,2023-10-29,Home,MA,,18373.59,Low
C00642,2023-07-31,Auto,CT,Windham,2012.33,Low
C00643,2023-02-21,Home,NY,,5300.28,Medium
C00644,2024-03-29,Home,NY,,18492.34,Medium
C00645,2023-05-17,Health,CT,Fairfield,4806.82,Low
C00646,2024-08-19,Home,RI,,5309.19,Low
C00647,2024-07-15,Home,MA,,20061.86,High
C00648,2023-08-25,Auto,NY,,3288.48,Low
C00649,2023-10-26,Auto,MA,,3148.65,Low
C00650,2023-07-08,Life,NY,,2464.58,Medium
C00651,2023-12-27,Auto,CT,Tolland,7089.38,Low
C00652,2024-05-23,Health,CT,Tolland,6198.46,Low
C00653,2024-08-20,Home,CT,Tolland,15401.92,Low
C00654,2023-08-21,Auto,RI,,2193.2,Low
C00655,2023-01-02,Home,RI,,19799.0,High
C00656,2023-02-21,Life,MA,,9724.61,Low
C00657,2023-12-04,Home,RI,,16674.12,Low
C00658,2023-03-13,Auto,NY,,2436.47,Medium
C00659,2023-06-15,Health,NY,,984.31,Low
C00660,2024-08-16,Home,CT,New London,16776.37,Low
C00661,2023-03-20,Home,RI,,13322.37,Low
C00662,2023-04-03,Auto,RI,,17493.99,Medium
C00663,2024-05-06,Home,RI,,2309.4,Low
C00664,2023-09-02,Health,CT,Fairfield,10912.69,Low
C00665,2023-11-29,Home,NY,,10802.26,Low
C00666,2024-06-02,Life,RI,,8719.47,High
C00667,2024-07-22,Home,MA,,21879.45,High
C00668,2024-07-01,Auto,MA,,18877.59,Low
C00669,2024-05-15,Home,MA,,3591.29,Low
C00670,2023-09-28,Health,CT,New London,2370.32,Medium
C00671,2024-08-06,Home,CT,New Haven,11986.82,Low
C00672,2024-06-09,Auto,CT,Tolland,19662.45,Low
C00673,2023-02-12,Home,MA,,6973.02,Medium
C00674,2024-04-17,Auto,MA,,18641.5,Low
C00675,2024-02-21,Home,CT,New Haven,10325.7,Low
C00676,2023-06-21,Life,MA,,4234.02,Medium
C00677,2023-08-13,Auto,RI,,23810.19,High
C00678,2024-05-06,Life,CT,Windham,22618.4,High
C00679,2023-03-06,Auto,MA,,15775.02,Medium
C00680,2023-04-05,Home,RI,,9952.68,Medium
C00681,2024-05-23,Life,MA,,18755.23,Medium
C00682,2023-02-24,Home,NY,,16538.44,Low
C00683,2024-06-09,Auto,RI,,15706.47,Low
C00684,2023-09-16,Home,MA,,9266.52,Low
C00685,2023-08-31,Auto,NY,,15720.06,Low
C00686,2023-12-17,Health,NY,,7081.91,High
C00687,2023-12-14,Life,NY,,9883.25,Low
C00688,2023-01-17,Health,CT,Windham,6129.27,Low
C00689,2023-05-30,Home,RI,,7998.64,Low
C00690,2024-04-22,Life,CT,Litchfield,5565.99,Low
C00691,2024-03-28,Home,NY,,13722.43,Low
C00692,2023-02-12,Home,NY,,6786.69,Low
C00693,2023-06-04,Home,RI,,17819.15,Low
C00694,2024-02-08,Health,RI,,17548.93,Low
C00695,2023-07-13,Health,MA,,206.98,Low
C00696,2023-06-29,Health,CT,Tolland,13211.57,Low
C00697,2023-12-27,Home,CT,New London,26845.88,High
C00698,2024-03-02,Health,CT,Middlesex,6057.52,Low
C00699,2023-11-09,Auto,NY,,15094.06,High
C00700,2024-01-08,Auto,CT,Hartford,9065.13,Low
C00701,2024-06-08,Health,MA,,6638.87,Low
C00702,2023-05-21,Home,CT,Litchfield,18376.42,Low
C00703,2024-06-04,Home,CT,New London,12901.62,Medium
C00704,2023-10-15,Life,MA,,710.92,Medium
C00705,2024-07-15,Auto,NY,,13594.64,Medium
C00706,2024-01-25,Life,NY,,5694.12,Medium
C00707,2023-06-15,Auto,NY,,7075.46,Medium
C00708,2023-05-24,Auto,MA,,14819.22,Low
C00709,2023-06-24,Auto,RI,,19435.28,Low
C00710,2024-01-04,Life,MA,,18885.7,Low
C00711,2023-07-22,Health,RI,,13694.8,Low
C00712,2024-01-06,Life,NY,,19279.24,Low
C00713,2023-10-01,Health,CT,Tolland,8283.47,Low
C00714,2023-06-13,Auto,RI,,15190.13,Low
C00715,2024-04-26,Auto,NY,,7382.28,Low
C00716,2024-02-10,Auto,RI,,15472.98,Low
C00717,2023-02-12,Life,RI,,7324.09,Medium
C00718,2023-09-07,Health,CT,New Haven,14293.42,Medium
C00719,2023-11-11,Home,MA,,19127.11,High
C00720,2023-05-01,Health,NY,,15836.96,Medium
C00721,2023-12-16,Health,NY,,6869.3,Low
C00722,2023-07-10,Health,MA,,18049.96,Medium
C00723,2023-05-17,Life,MA,,18506.06,Medium
C00724,2023-03-10,Health,CT,Tolland,11559.71,Low
C00725,2023-10-08,Home,MA,,17023.56,Low
C00726,2023-09-02,Auto,CT,Litchfield,16455.39,Medium
C00727,2024-01-26,Home,RI,,17535.18,Medium
C00728,2024-01-29,Auto,RI,,12176.0,Medium
C00729,2024-06-05,Home,RI,,9484.79,High
C00730,2024-01-04,Auto,CT,Middlesex,1629.17,Medium
C00731,2023-11-29,Auto,MA,,15326.92,Low
C00732,2024-04-02,Auto,RI,,17830.29,High
C00733,2023-02-03,Auto,CT,Windham,6024.16,Low
C00734,2023-12-15,Home,RI,,15910.67,Low
C00735,2023-08-02,Auto,RI,,3626.16,Low
C00736,2024-05-31,Health,RI,,19099.5,Low
C00737,2023-10-08,Health,CT,New Haven,19099.64,Low
C00738,2024-02-23,Auto,MA,,19234.54,Medium
C00739,2023-12-04,Auto,RI,,11596.95,Medium
C00740,2024-03-17,Health,NY,,12390.56,Low
C00741,2023-04-25,Home,NY,,4045.32,Low
C00742,2024-06-12,Home,CT,Windham,14912.71,Medium
C00743,2023-09-29,Life,MA,,18976.44,Medium
C00744,2023-01-17,Home,CT,Middlesex,16742.16,Low
C00745,2024-07-04,Life,RI,,11394.46,Medium
C00746,2023-11-20,Life,RI,,14839.44,Low
C00747,2023-12-30,Auto,NY,,9210.11,Medium
C00748,2023-04-15,Auto,RI,,7404.76,Medium
C00749,2024-04-27,Auto,NY,,23904.07,High
C00750,2024-05-02,Auto,MA,,5174.51,Low
C00751,2024-02-03,Life,MA,,620.13,Low
C00752,2023-07-17,Health,RI,,14569.48,Medium
C00753,2023-06-14,Home,NY,,2400.36,Low
C00754,2024-08-22,Auto,NY,,16640.18,Low
C00755,2023-03-30,Auto,NY,,11542.13,Low
C00756,2023-03-14,Life,RI,,17729.21,Medium
C00757,2024-05-11,Auto,MA,,18134.75,Low
C00758,2024-01-27,Home,CT,New Haven,13369.09,High
C00759,2024-08-08,Auto,NY,,14439.91,Low
C00760,2024-04-26,Health,MA,,17265.41,Medium
C00761,2023-09-03,Health,NY,,2544.15,Medium
C00762,2024-05-24,Auto,NY,,16039.58,Medium
C00763,2023-08-23,Home,CT,New London,14883.8,Medium
C00764,2023-02-09,Auto,MA,,6243.94,High
C00765,2023-01-01,Auto,CT,Windham,18835.12,Low
C00766,2023-08-13,Life,CT,New London,9464.72,Low
C00767,2024-05-05,Home,CT,New Haven,10676.2,Low
C00768,2024-06-08,Auto,RI,,19144.63,Low
C00769,2024-01-26,Auto,CT,New Haven,16462.78,Low
C00770,2024-05-29,Life,CT,Hartford,13479.93,Low
C00771,2024-07-27,Auto,MA,,10238.77,Low
C00772,2024-04-13,Auto,MA,,14763.82,Medium
C00773,2024-03-15,Life,CT,New Haven,1939.27,Medium
C00774,2023-09-02,Life,CT,New Haven,6322.36,Low
C00775,2023-10-30,Health,MA,,19575.68,Medium
C00776,2023-07-16,Auto,CT,New Haven,13720.96,Low
C00777,2023-08-08,Health,NY,,27736.63,High
C00778,2024-08-11,Auto,MA,,25164.49,High
C00779,2023-02-01,Health,MA,,1285.35,Medium
C00780,2023-10-28,Life,NY,,5202.4,Medium
C00781,2023-11-04,Auto,RI,,2075.4,Low
C00782,2024-03-29,Health,MA,,16769.11,Medium
C00783,2023-11-30,Home,RI,,10849.21,Low
C00784,2023-12-15,Life,MA,,10062.63,High
C00785,2023-09-02,Auto,RI,,2276.11,Low
C00786,2023-11-18,Life,NY,,10838.15,Low
C00787,2024-04-14,Home,MA,,13068.82,Low
C00788,2024-07-05,Health,MA,,15709.21,High
C00789,2023-04-02,Home,MA,,18149.39,Low
C00790,2023-01-14,Health,RI,,19796.11,Medium
C00791,2023-06-30,Home,NY,,14971.31,Medium
C00792,2024-02-05,Life,MA,,748.0,Low
C00793,2023-08-03,Home,RI,,12037.6,Medium
C00794,2024-02-05,Auto,RI,,1524.85,Low
C00795,2023-01-15,Auto,CT,Middlesex,2434.68,Low
C00796,2024-05-20,Health,RI,,2181.76,Low
C00797,2023-11-07,Health,NY,,3629.72,Medium
C00798,2023-04-08,Life,NY,,4279.82,Low
C00799,2024-02-02,Auto,MA,,16096.86,Medium
C00800,2023-12-10,Auto,RI,,1638.44,Medium
C00801,2023-04-02,Life,MA,,3776.03,Medium
C00802,2023-05-28,Auto,NY,,1333.3,Medium
C00803,2023-09-18,Auto,CT,Tolland,493.4,Low
C00804,2023-05-14,Life,RI,,3691.3,Low
C00805,2024-01-14,Life,RI,,10556.38,Low
C00806,2023-04-25,Home,MA,,7739.3,Low
C00807,2023-01-31,Home,MA,,15300.38,Medium
C00808,2024-01-10,Health,MA,,349.28,Low
C00809,2023-04-12,Life,NY,,781.98,Low
C00810,2024-03-24,Auto,NY,,11194.91,Low
C00811,2024-05-18,Auto,CT,New London,18477.07,Low
C00812,2023-08-25,Health,NY,,3977.64,Low
C00813,2023-09-30,Health,RI,,18744.45,Low
C00814,2024-07-22,Home,CT,New Haven,4474.16,Low
C00815,2024-01-21,Health,CT,Hartford,4946.8,Low
C00816,2023-06-24,Home,RI,,9651.52,Low
C00817,2024-04-24,Home,NY,,9169.69,Low
C00818,2023-11-22,Life,CT,Tolland,7352.46,Medium
C00819,2023-05-03,Health,NY,,10288.83,Low
C00820,2024-06-11,Auto,CT,Windham,4834.93,Low
C00821,2024-05-25,Life,MA,,16111.98,Low
C00822,2023-11-26,Home,CT,Middlesex,509.94,Medium
C00823,2024-04-14,Home,CT,Windham,5846.39,Medium
C00824,2023-05-24,Life,MA,,11749.4,Medium
C00825,2023-03-09,Auto,NY,,449.69,Medium
C00826,2024-05-10,Auto,MA,,10330.73,Low
C00827,2024-05-18,Home,MA,,9514.73,Low
C00828,2023-11-14,Life,NY,,19231.99,Low
C00829,2023-11-26,Home,CT,New London,13439.63,Low
C00830,2023-01-24,Home,RI,,16771.77,Low
C00831,2023-06-08,Health,RI,,11047.68,Low
C00832,2024-01-31,Life,MA,,2586.61,Low
C00833,2024-03-02,Home,MA,,4317.29,High
C00834,2023-11-25,Home,CT,Fairfield,1788.46,Low
C00835,2024-04-08,Life,NY,,13301.75,Medium
C00836,2023-06-04,Health,RI,,8824.47,Low
C00837,2023-04-17,Auto,CT,Litchfield,19344.49,Low
C00838,2023-05-22,Auto,NY,,17006.54,Low
C00839,2024-06-09,Home,CT,Windham,10702.25,Low
C00840,2024-01-14,Health,MA,,17971.34,Low
C00841,2024-08-07,Home,NY,,19140.41,Medium
C00842,2023-08-31,Life,NY,,7945.89,High
C00843,2023-03-17,Home,CT,Windham,16032.03,Medium
C00844,2023-01-10,Health,NY,,15263.46,Low
C00845,2023-07-04,Life,NY,,4811.55,Medium
C00846,2024-03-16,Health,CT,Tolland,2851.79,Low
C00847,2023-08-27,Life,RI,,9987.95,Low
C00848,2024-01-09,Home,MA,,17602.52,Medium
C00849,2023-04-26,Health,CT,Fairfield,12998.08,Medium
C00850,2024-04-25,Life,NY,,7242.48,Low
C00851,2024-03-23,Home,RI,,13923.74,Medium
C00852,2023-06-14,Life,NY,,12661.29,Low
C00853,2023-10-27,Home,MA,,19333.18,Medium
C00854,2023-07-21,Life,RI,,3435.47,Medium
C00855,2023-03-08,Auto,NY,,497.09,Low
C00856,2024-07-01,Life,NY,,16008.26,Low
C00857,2023-06-27,Auto,CT,Tolland,3655.8,Low
C00858,2023-08-31,Auto,CT,Hartford,1952.12,Low
C00859,2023-07-23,Health,MA,,10542.03,Low
C00860,2023-11-24,Health,RI,,17520.27,Medium
C00861,2023-12-08,Life,CT,New Haven,2009.63,Low
C00862,2023-02-23,Home,RI,,14629.67,Medium
C00863,2023-12-16,Home,NY,,18593.62,Low
C00864,2024-07-27,Health,CT,Fairfield,14396.81,Low
C00865,2023-08-23,Auto,RI,,2065.35,Medium
C00866,2024-08-23,Home,MA,,9152.83,Medium
C00867,2024-04-24,Auto,MA,,9543.44,Medium
C00868,2024-03-21,Auto,MA,,11733.39,Low
C00869,2023-04-21,Home,NY,,10125.8,Medium
C00870,2024-06-18,Auto,RI,,14542.33,Low
C00871,2023-08-15,Home,RI,,13885.92,Medium
C00872,2023-07-16,Home,MA,,29861.62,High
C00873,2023-09-25,Home,MA,,9366.0,Low
C00874,2023-12-14,Health,RI,,14479.56,Low
C00875,2023-02-26,Auto,RI,,6635.6,Low
C00876,2023-08-31,Home,MA,,26355.24,High
C00877,2024-04-17,Life,CT,Tolland,10234.61,Low
C00878,2024-06-17,Health,RI,,15553.48,Low
C00879,2023-04-19,Health,CT,New London,5201.51,Low
C00880,2024-06-09,Health,MA,,9642.56,Low
C00881,2024-03-04,Health,RI,,14549.08,Medium
C00882,2023-11-19,Health,CT,New Haven,18464.72,Low
C00883,2023-05-17,Auto,CT,Fairfield,12463.05,Low
C00884,2023-11-04,Health,CT,Middlesex,3067.61,Low
C00885,2023-04-07,Life,CT,Hartford,20208.68,High
C00886,2024-06-26,Life,CT,New Haven,10730.74,Low
C00887,2024-02-21,Home,MA,,15346.25,Low
C00888,2024-03-12,Life,RI,,5007.96,Low
C00889,2024-07-19,Life,CT,New Haven,28211.42,High
C00890,2024-01-31,Home,NY,,18240.33,High
C00891,2023-10-23,Health,NY,,14733.06,Medium
C00892,2023-05-13,Health,MA,,16305.48,Low
C00893,2023-12-13,Auto,MA,,9490.45,Low
C00894,2023-06-02,Life,RI,,14945.92,Low
C00895,2023-12-16,Health,MA,,202.34,Low
C00896,2023-08-26,Auto,RI,,5235.8,Medium
C00897,2023-02-10,Home,CT,Middlesex,16414.43,Medium
C00898,2023-09-30,Life,RI,,7187.04,Low
C00899,2024-01-23,Auto,RI,,673.96,High
C00900,2024-02-25,Auto,MA,,21923.46,High
C00901,2023-06-04,Life,RI,,6653.02,Low
C00902,2024-03-23,Home,RI,,14322.41,Low
C00903,2023-02-26,Home,RI,,17601.07,Medium
C00904,2023-05-23,Life,CT,Windham,9343.48,Low
C00905,2023-08-08,Life,RI,,2187.87,Low
C00906,2023-12-01,Home,CT,Hartford,12378.17,Low
C00907,2024-05-24,Health,CT,Tolland,6360.6,Medium
C00908,2024-05-03,Life,NY,,17763.34,Medium
C00909,2024-08-13,Life,NY,,14727.97,Medium
C00910,2023-11-16,Auto,RI,,19955.91,Low
C00911,2024-06-14,Health,CT,Windham,17633.15,Low
C00912,2023-08-21,Home,MA,,7392.94,Low
C00913,2023-05-08,Health,CT,Windham,2793.61,Low
C00914,2023-04-05,Life,MA,,15819.61,Medium
C00915,2024-01-01,Auto,CT,Tolland,17685.58,Low
C00916,2024-03-19,Health,MA,,1724.56,Medium
C00917,2024-03-02,Life,MA,,6714.91,Low
C00918,2023-07-11,Auto,NY,,3036.44,Medium
C00919,2024-01-23,Home,MA,,13055.39,Low
C00920,2023-04-26,Auto,RI,,6459.6,High
C00921,2023-01-24,Health,MA,,16930.95,High
C00922,2023-05-28,Health,MA,,8592.24,Medium
C00923,2023-09-23,Home,RI,,10361.84,Low
C00924,2024-04-24,Auto,CT,New Haven,18084.06,Medium
C00925,2023-06-19,Life,MA,,16473.91,Low
C00926,2023-08-26,Home,MA,,21729.55,High
C00927,2023-04-23,Home,NY,,16799.38,Low
C00928,2024-06-07,Auto,CT,Windham,1909.5,Low
C00929,2023-03-13,Home,NY,,3597.63,Low
C00930,2023-08-10,Health,RI,,5053.32,Medium
C00931,2023-07-23,Home,MA,,7259.63,Medium
C00932,2024-03-22,Life,RI,,4526.51,Low
C00933,2023-03-29,Home,MA,,2664.4,Low
C00934,2023-10-31,Health,MA,,8908.55,Low
C00935,2024-05-12,Life,NY,,4119.52,Low
C00936,2024-06-05,Home,MA,,7165.23,Low
C00937,2024-01-28,Auto,CT,New London,8618.3,Low
C00938,2023-12-27,Home,NY,,16725.25,Low
C00939,2024-07-15,Health,CT,Hartford,12673.07,Low
C00940,2024-02-16,Life,NY,,13117.44,Low
C00941,2023-01-05,Life,MA,,8095.95,Medium
C00942,2023-12-01,Life,MA,,3296.8,Medium
C00943,2024-07-19,Home,NY,,2892.48,Low
C00944,2023-01-28,Health,RI,,5638.66,Low
C00945,2024-06-17,Life,CT,Middlesex,9642.9,Medium
C00946,2023-12-07,Health,RI,,11392.94,Medium
C00947,2023-09-24,Health,CT,Middlesex,16246.03,Low
C00948,2024-07-05,Life,CT,Litchfield,10001.67,Low
C00949,2024-01-22,Home,CT,New Haven,14787.09,Low
C00950,2023-05-24,Life,MA,,1340.25,Low
C00951,2023-09-28,Home,CT,New Haven,18454.59,Low
C00952,2023-04-02,Health,MA,,989.34,Medium
C00953,2024-05-23,Health,NY,,17483.96,Low
C00954,2023-07-03,Life,MA,,1307.73,Low
C00955,2023-05-08,Life,CT,Hartford,12676.02,Medium
C00956,2023-04-26,Home,NY,,4109.53,Low
C00957,2024-01-02,Life,MA,,17168.6,Low
C00958,2023-11-30,Health,NY,,4806.37,Low
C00959,2023-01-26,Home,MA,,3214.4,Low
C00960,2023-12-26,Auto,CT,Windham,11037.1,Medium
C00961,2024-08-12,Health,CT,Windham,12100.0,Medium
C00962,2023-12-12,Home,NY,,18313.74,Medium
C00963,2024-07-28,Health,MA,,7789.64,Low
C00964,2023-01-05,Health,CT,Middlesex,3943.24,Medium
C00965,2024-01-25,Life,NY,,28678.39,High
C00966,2023-06-15,Health,RI,,19871.53,Low
C00967,2023-08-05,Life,CT,Middlesex,11285.04,Medium
C00968,2023-12-11,Health,MA,,25796.2,High
C00969,2023-03-26,Auto,NY,,15268.82,Low
C00970,2024-08-10,Life,NY,,8660.17,Low
C00971,2023-01-05,Auto,CT,Fairfield,17554.95,Low
C00972,2024-03-21,Life,NY,,9088.34,Low
C00973,2024-01-13,Health,CT,Hartford,6126.34,Medium
C00974,2023-03-08,Life,RI,,4272.72,Medium
C00975,2024-06-04,Life,NY,,17299.0,Low
C00976,2024-02-15,Auto,NY,,16756.3,Low
C00977,2023-10-30,Life,CT,Fairfield,7654.98,Medium
C00978,2023-09-13,Auto,RI,,706.23,Low
C00979,2023-03-25,Health,CT,Tolland,17546.27,Medium
C00980,2023-03-24,Life,RI,,12253.44,Medium
C00981,2023-05-20,Life,CT,Fairfield,3443.13,Low
C00982,2023-08-17,Home,NY,,18269.67,Low
C00983,2023-08-15,Life,MA,,23203.64,High
C00984,2024-01-28,Home,NY,,18292.2,Low
C00985,2023-11-17,Home,CT,New London,9721.25,Medium
C00986,2024-06-26,Life,MA,,13740.68,Low
C00987,2024-07-21,Health,RI,,18315.68,Medium
C00988,2024-04-26,Health,NY,,17027.62,High
C00989,2023-04-12,Life,NY,,17744.34,Low
C00990,2024-01-12,Auto,NY,,4468.05,High
C00991,2024-08-19,Life,RI,,11040.14,Low
C00992,2023-11-18,Home,CT,Middlesex,19144.02,Low
C00993,2024-04-11,Life,RI,,18605.24,Low
C00994,2023-07-22,Life,MA,,3970.33,Low
C00995,2023-10-28,Auto,MA,,4350.79,Low
C00996,2023-03-14,Auto,MA,,4897.64,Medium
C00997,2023-04-24,Auto,RI,,20442.94,High
C00998,2023-01-02,Auto,RI,,2900.26,High
C00999,2023-10-15,Auto,RI,,7130.54,Low
C01000,2024-06-29,Auto,MA,,19765.95,Low
C01001,2023-08-18,Auto,CT,Tolland,17633.58,Low
C01002,2024-06-11,Health,RI,,14009.07,Low
C01003,2023-03-10,Auto,NY,,17869.28,Medium
C01004,2024-06-10,Health,MA,,13304.1,Low
C01005,2023-01-28,Health,CT,New London,14576.13,Low
C01006,2024-07-18,Life,MA,,11290.98,High
C01007,2024-07-10,Home,MA,,3157.45,Low
C01008,2023-05-08,Life,MA,,11573.78,Low
C01009,2024-07-27,Health,NY,,15050.74,Low
C01010,2023-03-01,Health,MA,,18529.37,Low
C01011,2023-01-06,Life,MA,,2033.15,Low
C01012,2024-05-03,Health,NY,,15349.21,Low
C01013,2023-08-16,Home,CT,Windham,18239.86,High
C01014,2023-07-05,Auto,MA,,15524.82,Low
C01015,2023-04-01,Auto,RI,,6308.71,Low
C01016,2024-06-08,Home,NY,,3607.07,Medium
C01017,2024-03-18,Auto,RI,,8691.08,Medium
C01018,2023-06-19,Auto,CT,Windham,22127.03,High
C01019,2023-06-10,Auto,CT,Litchfield,2228.69,Low
